id,configuration,method,horizon,beta1,beta2,lr,seed,loss,jobId,tokens,startTokens,incrementalTokens,recipeIdentity,source,finalWeights,workerWeights,finalState
sync-wsd-h20--0.003--0.9--0.9--s43,sync-wsd-h20--0.003--0.9--0.9,sync,20,0.9,0.9,0.003,43,3.581787281399286,2450854,408027136,0,408027136,ec856bd6402e2c28c29059d28d70c3c70786159194908429a57ea1dc199a4f39,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.003-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.003-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.003--0.9--0.9--s44,sync-wsd-h20--0.003--0.9--0.9,sync,20,0.9,0.9,0.003,44,3.5916640382110243,2450855,408027136,0,408027136,3b48d7bcf540e9099ad1d9331636ad6d2f1ff870131ed75d9a45ad9ddc7ce6cb,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.003-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.003-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.002--0.9--0.9--s42,sync-wsd-h20--0.002--0.9--0.9,sync,20,0.9,0.9,0.002,42,3.612617613381496,2450856,408027136,0,408027136,9b5b93607e0d54dcd5fa03be06d5e503477b4d69e007b387d9286519a324d77a,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.002-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.002-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.002--0.9--0.9--s43,sync-wsd-h20--0.002--0.9--0.9,sync,20,0.9,0.9,0.002,43,3.595483762233382,2450857,408027136,0,408027136,fb58acd1e3e8a31c52ae65d7659745e904a95f38da1c39b562959add19f17e9b,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.002-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.002-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.002--0.9--0.9--s44,sync-wsd-h20--0.002--0.9--0.9,sync,20,0.9,0.9,0.002,44,3.599385396911696,2450858,408027136,0,408027136,7e33810613fa5bcbf16e5236d958221dc951db67b3b27e536a9ba77ef1c41851,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.002-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.9-lr-0.002-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.008--0.9--0.98--s42,sync-wsd-h20--0.008--0.9--0.98,sync,20,0.9,0.98,0.008,42,3.571040624847379,2450859,408027136,0,408027136,63edcc2ae056f61987339bcdb23b26553fd49d83d10ffb9b45321245defb7335,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.008-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.008-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.008--0.9--0.98--s43,sync-wsd-h20--0.008--0.9--0.98,sync,20,0.9,0.98,0.008,43,3.5802491183136085,2450860,408027136,0,408027136,f1b144ba701426367f06e44590133b145874c8f4bb952a46ae0218b94454b139,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.008-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.008-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.008--0.9--0.98--s44,sync-wsd-h20--0.008--0.9--0.98,sync,20,0.9,0.98,0.008,44,3.569550507584654,2450861,408027136,0,408027136,8a60ea464f96f48217d7ca97e639d3c14c586d4af069b844be63a236763bd42e,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.008-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.008-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.006--0.9--0.98--s42,sync-wsd-h20--0.006--0.9--0.98,sync,20,0.9,0.98,0.006,42,3.568652845270944,2450862,408027136,0,408027136,df1cda8f98b14f62dbb428fd1201a7fd78ca03e55698014a1340ee87a98b417a,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.006-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.006-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.006--0.9--0.98--s43,sync-wsd-h20--0.006--0.9--0.98,sync,20,0.9,0.98,0.006,43,3.5643524773799378,2450863,408027136,0,408027136,c55f4a894e3ed8389e4f252e078bb5e0c8219d38f17e95c01fb689fe77d5903c,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.006-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.006-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.006--0.9--0.98--s44,sync-wsd-h20--0.006--0.9--0.98,sync,20,0.9,0.98,0.006,44,3.573471836063833,2450864,408027136,0,408027136,51658740bb7cb3d9499bf5686151fb5beb1cfe3828871f7628594c1bbbad1231,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.006-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.006-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.004--0.9--0.98--s42,sync-wsd-h20--0.004--0.9--0.98,sync,20,0.9,0.98,0.004,42,3.5599536061188073,2449510,408027136,0,408027136,fbfac5d6f7fde07f4d3a17d75cec051ff6bff880a43c9bad8b2b816e955171b4,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.004-s42/attempt-003,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.004-s42/attempt-003/final.safetensors,[],
sync-wsd-h20--0.004--0.9--0.98--s43,sync-wsd-h20--0.004--0.9--0.98,sync,20,0.9,0.98,0.004,43,3.5779362573653644,2450865,408027136,0,408027136,244a0a4f330887756c78df3e67dd685586c23e8576d01dfcf90e908a03d10f1c,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.004-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.004-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.004--0.9--0.98--s44,sync-wsd-h20--0.004--0.9--0.98,sync,20,0.9,0.98,0.004,44,3.576087391373635,2450866,408027136,0,408027136,460b5b352c7281894b7d5e954b964259a6982885dc908b1291237dd3f3a33ccd,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.004-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.004-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.003--0.9--0.98--s42,sync-wsd-h20--0.003--0.9--0.98,sync,20,0.9,0.98,0.003,42,3.584645328549556,2450867,408027136,0,408027136,dbec4bad17a92472c0d1f38ce46ee688df78d35aeb09c20233b9b3365b2163d8,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.003-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.003-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.003--0.9--0.98--s43,sync-wsd-h20--0.003--0.9--0.98,sync,20,0.9,0.98,0.003,43,3.5786623300670466,2450868,408027136,0,408027136,e9afde9cbafe9533ae8a758d741bac74fc0a95201f617946ec567ebd5b076a11,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.003-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.003-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.003--0.9--0.98--s44,sync-wsd-h20--0.003--0.9--0.98,sync,20,0.9,0.98,0.003,44,3.5863996854865703,2450869,408027136,0,408027136,f64cefe8c9e4d238872951fa098619e49fd72c6e37f2a12ebf119beffd5031af,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.003-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.003-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.002--0.9--0.98--s42,sync-wsd-h20--0.002--0.9--0.98,sync,20,0.9,0.98,0.002,42,3.594647453114633,2450870,408027136,0,408027136,bfe6f702a4e125e905088e5864c21d042176fde600002e5632562c7904149cae,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.002-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.002-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.002--0.9--0.98--s43,sync-wsd-h20--0.002--0.9--0.98,sync,20,0.9,0.98,0.002,43,3.5819512454868043,2450871,408027136,0,408027136,59fc08d263067e76cfda5d21298061c03a966803c1a315d06147b737d2a6ccc7,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.002-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.002-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.002--0.9--0.98--s44,sync-wsd-h20--0.002--0.9--0.98,sync,20,0.9,0.98,0.002,44,3.5940430049418595,2450872,408027136,0,408027136,30d49c03e5e0ecc9c431f49c252bbf98896d26e41f136d22d61b391045880886,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.002-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.98-lr-0.002-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.008--0.9--0.999--s42,sync-wsd-h20--0.008--0.9--0.999,sync,20,0.9,0.999,0.008,42,4.278052927002443,2450873,408027136,0,408027136,8e83a979a769f054a02a9de0d7970b8f06c9f1d22b6c384c69a83b29c5f60f03,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.008-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.008-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.008--0.9--0.999--s43,sync-wsd-h20--0.008--0.9--0.999,sync,20,0.9,0.999,0.008,43,3.6021826013279674,2450874,408027136,0,408027136,f8ad393caed352eef89c3fba33e927c768bcf321412fb82c50dad78fefeabb6d,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.008-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.008-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.008--0.9--0.999--s44,sync-wsd-h20--0.008--0.9--0.999,sync,20,0.9,0.999,0.008,44,3.5910854813113016,2450875,408027136,0,408027136,dd5d5db2cb610c1ad787eb008c10841dd14de51d2520ced26cacef7e15e2393c,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.008-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.008-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.006--0.9--0.999--s42,sync-wsd-h20--0.006--0.9--0.999,sync,20,0.9,0.999,0.006,42,3.576374475218168,2450876,408027136,0,408027136,55fcc489cc29e17130ad11cba95393adc475b8ad6524dd9effb94485bde52e76,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.006-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.006-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.006--0.9--0.999--s43,sync-wsd-h20--0.006--0.9--0.999,sync,20,0.9,0.999,0.006,43,3.5731031750731845,2450877,408027136,0,408027136,1d55fff59934098db9320882537ea06b51eb205545e79c44d4cf3328a94852c1,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.006-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.006-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.006--0.9--0.999--s44,sync-wsd-h20--0.006--0.9--0.999,sync,20,0.9,0.999,0.006,44,3.644299475739938,2450878,408027136,0,408027136,0599194c104e352d6d125f58770830c04fc142c0d7f55bf36d2d91e725551229,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.006-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.006-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.004--0.9--0.999--s42,sync-wsd-h20--0.004--0.9--0.999,sync,20,0.9,0.999,0.004,42,3.5796302724512543,2450879,408027136,0,408027136,9b28a46ecb73b427269826507c2f3e3f167db0f5ce2b5bfa5d58cd857f4732e0,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.004-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.004-s42/attempt-001/final.safetensors,[],
sync-wsd-h20--0.004--0.9--0.999--s43,sync-wsd-h20--0.004--0.9--0.999,sync,20,0.9,0.999,0.004,43,3.5838644489429505,2450880,408027136,0,408027136,1a0820bc550260835a8d2ff245ed6f7262ccc130f6a3293a712783e94501dffd,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.004-s43/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.004-s43/attempt-001/final.safetensors,[],
sync-wsd-h20--0.004--0.9--0.999--s44,sync-wsd-h20--0.004--0.9--0.999,sync,20,0.9,0.999,0.004,44,3.575918023174999,2450881,408027136,0,408027136,9ed724fd6d66dc1d270cd7502700ffa9b3c6ce23592cbbd592f1cd0f492995fe,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.004-s44/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.004-s44/attempt-001/final.safetensors,[],
sync-wsd-h20--0.003--0.9--0.999--s42,sync-wsd-h20--0.003--0.9--0.999,sync,20,0.9,0.999,0.003,42,3.574305882349551,2450882,408027136,0,408027136,da53fca47fea2be4fa03b06a5ab1d2a3c1be3fc854325cf0ef670499bc7dc593,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.003-s42/attempt-001,/nobackup/proj/disk/naiss2024-23-12/personal/zesen/repo/tiny-llm/runs/sync-wsd-20m-horizon-tuning/experiments/horizon-20/b1-0.9-b2-0.999-lr-0.003-s42/attempt-001/final.safetensors,[],
